Source,Target,Weight,Year,Type
insect problem,soil insect,0.6633663366336634,1987,Undirected
nurse bee,worker larvae,0.6633663366336634,1987,Undirected
plant species richness,specie of vertebrate,0.6633663366336634,1987,Undirected
plant species richness,specie of plant,0.6633663366336634,1987,Undirected
crystal protein gene,lepidopteran insects,0.6633663366336634,1987,Undirected
clutch size,insect biomass,0.6633663366336634,1987,Undirected
great plains,green peach aphid,0.6633663366336634,1987,Undirected
method of application,soil insect pest,0.6633663366336634,1987,Undirected
great plains,northern great plains,0.6633663366336634,1987,Undirected
northwestern costa rica,specie of plant,0.6633663366336634,1987,Undirected
nurse bee,queen larvae,0.6633663366336634,1987,Undirected
pine forest,seed production,0.6633663366336634,1987,Undirected
control programs,forest birds,0.6633663366336634,1987,Undirected
flower thrip,great plains,0.6633663366336634,1987,Undirected
flower thrip,green peach aphid,0.6633663366336634,1987,Undirected
field trial,steinernema feltiae,0.6633663366336634,1987,Undirected
grain sorghum,soil insect,0.6633663366336634,1987,Undirected
grain sorghum,storage pest,0.6633663366336634,1987,Undirected
black vine weevil,steinernema feltiae,0.6633663366336634,1987,Undirected
forest tree,insect group,0.6633663366336634,1987,Undirected
grain sorghum,insect problem,0.6633663366336634,1987,Undirected
specie of plant,specie of vertebrate,0.6633663366336634,1987,Undirected
brood cell,nurse bee,0.6633663366336634,1987,Undirected
black vine weevil,field trial,0.6633663366336634,1987,Undirected
brood cell,queen larvae,0.6633663366336634,1987,Undirected
brood cell,worker larvae,0.6633663366336634,1987,Undirected
aquatic insect fauna,insect fauna,0.6633663366336634,1987,Undirected
dry season,vertical distribution,0.6633663366336634,1987,Undirected
gall midge,potential biocontrol agent,0.6633663366336634,1987,Undirected
arterial blood pressure,mean arterial blood pressure,0.6633663366336634,1987,Undirected
queen larvae,worker larvae,0.6633663366336634,1987,Undirected
rainy season,vertical distribution,0.6633663366336634,1987,Undirected
dry forest,specie of vertebrate,0.6633663366336634,1987,Undirected
dry forest,specie of plant,0.6633663366336634,1987,Undirected
dry forest,plant species richness,0.6633663366336634,1987,Undirected
dry forest,northwestern costa rica,0.6633663366336634,1987,Undirected
soil insect,storage pest,0.6633663366336634,1987,Undirected
soil insect pest,steinernema feltiae,0.6633663366336634,1987,Undirected
breed habitat,insect growth regulator,0.6633663366336634,1987,Undirected
breed habitat,growth regulator,0.6633663366336634,1987,Undirected
ant nest,seed feed insect,0.6633663366336634,1987,Undirected
dry forest,insect species richness,0.6633663366336634,1987,Undirected
germ cell,male germ cell,0.6633663366336634,1987,Undirected
of insecticide,soil insect pest,0.6633663366336634,1987,Undirected
eastern north america,total phosphorus,0.6633663366336634,1987,Undirected
fish meal,protein source,0.6633663366336634,1987,Undirected
soybean yield,yield of soybean,0.6633663366336634,1987,Undirected
dry season,rainy season,0.6633663366336634,1987,Undirected
economic injury level,grain sorghum,0.6633663366336634,1987,Undirected
genetic variation,plant resistance,0.6633663366336634,1987,Undirected
economic injury level,storage pest,0.6633663366336634,1987,Undirected
flower thrip,northern great plains,0.6633663366336634,1987,Undirected
green peach aphid,northern great plains,0.6633663366336634,1987,Undirected
economic injury level,soil insect,0.6633663366336634,1987,Undirected
seed predation,wind pollinate specie,0.6633663366336634,1987,Undirected
economic injury level,insect problem,0.6633663366336634,1987,Undirected
classical biological control,exotic insect pest,0.6732673267326733,1988,Undirected
litura larvae,specie of nematode,0.6732673267326733,1988,Undirected
classical biological control,native fauna,0.6732673267326733,1988,Undirected
exotic insect pest,native fauna,0.6732673267326733,1988,Undirected
corticotropin release factor,growth hormone release factor,0.6732673267326733,1988,Undirected
north sea,organic carbon,0.6732673267326733,1988,Undirected
bee pollination,effect of pesticide,0.6732673267326733,1988,Undirected
tribolium castaneum,wheat grain,0.6732673267326733,1988,Undirected
organic carbon,trace metal,0.6732673267326733,1988,Undirected
prostephanus truncatus,sitophilus zeamais,0.6732673267326733,1988,Undirected
proliferative kidney disease,salmonid fish,0.6732673267326733,1988,Undirected
pollination biology,specie of bee,0.6732673267326733,1988,Undirected
potato field,southern florida,0.6732673267326733,1988,Undirected
new york,oxford university press,0.6732673267326733,1988,Undirected
nematode specie,steinernema feltiae,0.6732673267326733,1988,Undirected
grain sorghum,heliothis armigera,0.6732673267326733,1988,Undirected
forest management practice,pinewood nematode,0.6732673267326733,1988,Undirected
forest management practice,pine wilt disease,0.6732673267326733,1988,Undirected
grain sample,wheat grain,0.6732673267326733,1988,Undirected
grain sample,tribolium castaneum,0.6732673267326733,1988,Undirected
crop loss,farming practice,0.6732673267326733,1988,Undirected
commercial apple orchard,resistance level,0.6732673267326733,1988,Undirected
commercial apple orchard,resistance development,0.6732673267326733,1988,Undirected
resistance development,resistance level,0.6732673267326733,1988,Undirected
lucilia cuprina,sheep blowfly,0.6732673267326733,1988,Undirected
rice cultivation,rice field,0.6732673267326733,1988,Undirected
north sea,trace metal,0.6732673267326733,1988,Undirected
meloidogyne spp,soybean cyst nematode,0.6732673267326733,1988,Undirected
adaptive radiation,planktotrophic larvae,0.6732673267326733,1988,Undirected
floral morphology,floral visitor,0.6732673267326733,1988,Undirected
apple orchard,commercial apple orchard,0.6732673267326733,1988,Undirected
dry weight,prostephanus truncatus,0.6732673267326733,1988,Undirected
apple orchard,resistance development,0.6732673267326733,1988,Undirected
apple orchard,resistance level,0.6732673267326733,1988,Undirected
dry weight,sitophilus zeamais,0.6732673267326733,1988,Undirected
pine wilt disease,pinewood nematode,0.6732673267326733,1988,Undirected
flea beetle,seasonal abundance,0.6831683168316832,1989,Undirected
farming practice,ministry of agriculture,0.6831683168316832,1989,Undirected
farming practice,farming system,0.6831683168316832,1989,Undirected
barley yellow dwarf virus,yellow dwarf virus,0.6831683168316832,1989,Undirected
diet breadth,toxic host plant,0.6831683168316832,1989,Undirected
gulf of maine,nova scotia,0.6831683168316832,1989,Undirected
role of zoo,wildlife conservation,0.6831683168316832,1989,Undirected
meloidogyne incognita,wheat grain,0.6831683168316832,1989,Undirected
freshwater runoff,gulf of maine,0.6831683168316832,1989,Undirected
oecophylla smaragdina,weaver ant,0.6831683168316832,1989,Undirected
barley yellow dwarf virus,english grain aphid,0.6831683168316832,1989,Undirected
freshwater runoff,nova scotia,0.6831683168316832,1989,Undirected
ice cover,water depth,0.6831683168316832,1989,Undirected
freshwater runoff,slope water,0.6831683168316832,1989,Undirected
freshwater runoff,wind stress,0.6831683168316832,1989,Undirected
flea beetle,potato beetle,0.6831683168316832,1989,Undirected
nova scotia,wind stress,0.6831683168316832,1989,Undirected
secondary compound,secondary metabolite,0.6831683168316832,1989,Undirected
nova scotia,slope water,0.6831683168316832,1989,Undirected
evolution of resistance,resistance management program,0.6831683168316832,1989,Undirected
colorado potato beetle,seasonal abundance,0.6831683168316832,1989,Undirected
colorado potato beetle,potato beetle,0.6831683168316832,1989,Undirected
colorado potato beetle,flea beetle,0.6831683168316832,1989,Undirected
new zealand,present day distribution,0.6831683168316832,1989,Undirected
bean leaf beetle,insect pest population,0.6831683168316832,1989,Undirected
bean leaf beetle,insect pest specie,0.6831683168316832,1989,Undirected
bark beetles,beetle population,0.6831683168316832,1989,Undirected
entomological collection,hope entomological collection,0.6831683168316832,1989,Undirected
bark beetles,entomophagous insect,0.6831683168316832,1989,Undirected
insect pest population,insect pest specie,0.6831683168316832,1989,Undirected
abundance of insect,feral honey bee,0.6831683168316832,1989,Undirected
european corn borer,growth stage,0.6831683168316832,1989,Undirected
resistance evolution,resistance management program,0.6831683168316832,1989,Undirected
english grain aphid,yellow dwarf virus,0.6831683168316832,1989,Undirected
sediment water interface,surface water,0.6831683168316832,1989,Undirected
insect taxon,orb weave spider,0.6831683168316832,1989,Undirected
evolution of resistance,resistance evolution,0.6831683168316832,1989,Undirected
evolution of resistance,major pest,0.6831683168316832,1989,Undirected
evolution of resistance,insecticide resistance,0.6831683168316832,1989,Undirected
insecticide resistance,major pest,0.6831683168316832,1989,Undirected
pest problem,small scale farmer,0.6831683168316832,1989,Undirected
hope entomological collection,university museum,0.6831683168316832,1989,Undirected
of pesticide,small scale farmer,0.6831683168316832,1989,Undirected
of pesticide,pest problem,0.6831683168316832,1989,Undirected
potato beetle,seasonal abundance,0.6831683168316832,1989,Undirected
insecticide resistance,resistance evolution,0.6831683168316832,1989,Undirected
entomological collection,university museum,0.6831683168316832,1989,Undirected
gene duplication event,non mammalian specie,0.6831683168316832,1989,Undirected
ministry of agriculture,small scale farmer,0.6831683168316832,1989,Undirected
bacillus thuringiensis var,thuringiensis var,0.6831683168316832,1989,Undirected
ministry of agriculture,of pesticide,0.6831683168316832,1989,Undirected
neural crest,neural tube,0.6831683168316832,1989,Undirected
robineau desvoidy,western palaearctic specie,0.6831683168316832,1989,Undirected
crop production,ministry of agriculture,0.6831683168316832,1989,Undirected
crop production,farming practice,0.6831683168316832,1989,Undirected
crop production,of pesticide,0.6831683168316832,1989,Undirected
crop production,small scale farmer,0.6831683168316832,1989,Undirected
domestic animal,mosquito population,0.6831683168316832,1989,Undirected
farming practice,of pesticide,0.6831683168316832,1989,Undirected
major pest,resistance evolution,0.6831683168316832,1989,Undirected
farming system,of pesticide,0.6831683168316832,1989,Undirected
crop production,farming system,0.6831683168316832,1989,Undirected
beetle population,entomophagous insect,0.6831683168316832,1989,Undirected
nematode parasitism,rate of parasitism,0.6831683168316832,1989,Undirected
farming system,small scale farmer,0.6831683168316832,1989,Undirected
farming system,pest problem,0.6831683168316832,1989,Undirected
major pest,resistance management program,0.6831683168316832,1989,Undirected
organic carbon,surface water,0.6831683168316832,1989,Undirected
nuclear polyhedrosis virus,steinernema feltiae,0.6831683168316832,1989,Undirected
farming system,ministry of agriculture,0.6831683168316832,1989,Undirected
crop production,pest problem,0.6831683168316832,1989,Undirected
dissolve organic carbon,surface water,0.6831683168316832,1989,Undirected
prey biomass,prey item,0.6831683168316832,1989,Undirected
aphid population,colorado potato beetle,0.6831683168316832,1989,Undirected
aphid population,flea beetle,0.6831683168316832,1989,Undirected
aphid population,potato beetle,0.6831683168316832,1989,Undirected
aphid population,seasonal abundance,0.6831683168316832,1989,Undirected
larval food,phylogenetic tree,0.6831683168316832,1989,Undirected
gulf of maine,slope water,0.6831683168316832,1989,Undirected
food resource,sea anemone,0.6831683168316832,1989,Undirected
dissolve organic carbon,sediment water interface,0.6831683168316832,1989,Undirected
gulf of maine,wind stress,0.6831683168316832,1989,Undirected
crop production,growth stage,0.6831683168316832,1989,Undirected
insecticide resistance,resistance management program,0.6831683168316832,1989,Undirected
farming practice,pest problem,0.6831683168316832,1989,Undirected
crop production,european corn borer,0.6831683168316832,1989,Undirected
farming practice,small scale farmer,0.6831683168316832,1989,Undirected
neural crest,origin of vertebrate,0.6831683168316832,1989,Undirected
slope water,wind stress,0.6831683168316832,1989,Undirected
bacillus thuringiensis var,insect resistance,0.693069306930693,1990,Undirected
insect predator,insect taxon,0.693069306930693,1990,Undirected
bacillus thuringiensis var,insect control protein,0.693069306930693,1990,Undirected
soil temperature,water potential,0.693069306930693,1990,Undirected
bacillus thuringiensis var,lepidopteran insect pest,0.693069306930693,1990,Undirected
chitin synthesis inhibitor,insect growth regulator,0.693069306930693,1990,Undirected
bacillus thuringiensis var,cotton plant,0.693069306930693,1990,Undirected
feed conversion ratio,pest problem,0.693069306930693,1990,Undirected
food source,less cornstalk borer,0.693069306930693,1990,Undirected
bovine respiratory syncytial virus,respiratory syncytial virus,0.693069306930693,1990,Undirected
feed conversion ratio,production system,0.693069306930693,1990,Undirected
insect resistance,lepidopteran insect pest,0.693069306930693,1990,Undirected
economic threshold,major pest,0.693069306930693,1990,Undirected
rotylenchulus reniformis,southeastern united states,0.693069306930693,1990,Undirected
feed conversion ratio,pest management approach,0.693069306930693,1990,Undirected
pest problem,production system,0.693069306930693,1990,Undirected
insect predator,trophic level,0.693069306930693,1990,Undirected
insect predator,predator of insect,0.693069306930693,1990,Undirected
sediment accumulation rate,sediment water interface,0.693069306930693,1990,Undirected
management strategy,potato beetle,0.693069306930693,1990,Undirected
arthropod pest,feed conversion ratio,0.693069306930693,1990,Undirected
arthropod pest,integrate pest management approach,0.693069306930693,1990,Undirected
arthropod pest,major pest,0.693069306930693,1990,Undirected
arthropod pest,management program,0.693069306930693,1990,Undirected
arthropod pest,pest management approach,0.693069306930693,1990,Undirected
arthropod pest,pest problem,0.693069306930693,1990,Undirected
conservation value,land management,0.693069306930693,1990,Undirected
arthropod pest,production system,0.693069306930693,1990,Undirected
cochlear implant,speech perception test,0.693069306930693,1990,Undirected
arthropod pest,economic threshold,0.693069306930693,1990,Undirected
major pest,management program,0.693069306930693,1990,Undirected
major pest,pest problem,0.693069306930693,1990,Undirected
major pest,production system,0.693069306930693,1990,Undirected
insect control protein,insect resistance,0.693069306930693,1990,Undirected
insect control protein,lepidopteran insect pest,0.693069306930693,1990,Undirected
economic threshold,production system,0.693069306930693,1990,Undirected
economic threshold,pest problem,0.693069306930693,1990,Undirected
economic threshold,feed conversion ratio,0.693069306930693,1990,Undirected
economic threshold,pest management approach,0.693069306930693,1990,Undirected
economic threshold,integrate pest management approach,0.693069306930693,1990,Undirected
major pest,pest management approach,0.693069306930693,1990,Undirected
host plant resistance,plant resistance,0.693069306930693,1990,Undirected
blue green algae,mammalian species,0.693069306930693,1990,Undirected
developmental time,host plant resistance,0.693069306930693,1990,Undirected
pest management approach,production system,0.693069306930693,1990,Undirected
pest management approach,pest problem,0.693069306930693,1990,Undirected
coho salmon,proliferative kidney disease,0.693069306930693,1990,Undirected
cotton plant,lepidopteran insect pest,0.693069306930693,1990,Undirected
coho salmon,pacific salmon,0.693069306930693,1990,Undirected
management program,production system,0.693069306930693,1990,Undirected
management program,pest problem,0.693069306930693,1990,Undirected
management program,pest management approach,0.693069306930693,1990,Undirected
fossil evidence,terrestrial arthropod,0.693069306930693,1990,Undirected
forest plantation,natural enemy complex,0.693069306930693,1990,Undirected
indian ocean,southern indian ocean,0.693069306930693,1990,Undirected
indian ocean,western australia,0.693069306930693,1990,Undirected
forest plantation,target pest,0.693069306930693,1990,Undirected
classical biological control,forest plantation,0.693069306930693,1990,Undirected
classical biological control,natural enemy complex,0.693069306930693,1990,Undirected
cotton plant,insect control protein,0.693069306930693,1990,Undirected
important insect,insect control protein,0.693069306930693,1990,Undirected
black queen cell virus,sacbrood virus,0.693069306930693,1990,Undirected
developmental time,plant resistance,0.693069306930693,1990,Undirected
cotton plant,insect resistance,0.693069306930693,1990,Undirected
classical biological control,target pest,0.693069306930693,1990,Undirected
economic threshold,management program,0.693069306930693,1990,Undirected
predator of insect,trophic level,0.693069306930693,1990,Undirected
invertebrate predator,species number,0.693069306930693,1990,Undirected
colorado potato beetle,management strategy,0.693069306930693,1990,Undirected
british columbia,sea surface temperature,0.693069306930693,1990,Undirected
integrate pest management approach,major pest,0.693069306930693,1990,Undirected
biological control program,classical biological control,0.693069306930693,1990,Undirected
chilo partellus,minor pest,0.693069306930693,1990,Undirected
doc concentration,organic carbon concentration,0.693069306930693,1990,Undirected
chilo partellus,chilo suppressali,0.693069306930693,1990,Undirected
chilo partellus,larval parasite,0.693069306930693,1990,Undirected
biological control program,natural enemy complex,0.693069306930693,1990,Undirected
cereal crop,chilo partellus,0.693069306930693,1990,Undirected
feed conversion ratio,management program,0.693069306930693,1990,Undirected
colorado potato beetle,green peach aphid,0.693069306930693,1990,Undirected
cereal crop,chilo suppressali,0.693069306930693,1990,Undirected
chilo suppressali,minor pest,0.693069306930693,1990,Undirected
cereal crop,minor pest,0.693069306930693,1990,Undirected
biological control program,forest plantation,0.693069306930693,1990,Undirected
integrate pest management approach,management program,0.693069306930693,1990,Undirected
integrate pest management approach,pest problem,0.693069306930693,1990,Undirected
feed conversion ratio,major pest,0.693069306930693,1990,Undirected
feed conversion ratio,integrate pest management approach,0.693069306930693,1990,Undirected
nature reserve,new south wales,0.693069306930693,1990,Undirected
integrate pest management approach,pest management approach,0.693069306930693,1990,Undirected
southern indian ocean,western australia,0.693069306930693,1990,Undirected
integrate pest management approach,production system,0.693069306930693,1990,Undirected
natural enemy complex,target pest,0.693069306930693,1990,Undirected
insect taxon,predator of insect,0.693069306930693,1990,Undirected
biological control program,target pest,0.693069306930693,1990,Undirected
pacific salmon,proliferative kidney disease,0.693069306930693,1990,Undirected
green peach aphid,potato beetle,0.693069306930693,1990,Undirected
insect taxon,trophic level,0.693069306930693,1990,Undirected
green peach aphid,management strategy,0.693069306930693,1990,Undirected
natural enemy population,pest management tactic,0.693069306930693,1990,Undirected
dissolve organic carbon,soluble reactive phosphorus,0.7029702970297029,1991,Undirected
individual difference,novel object,0.7029702970297029,1991,Undirected
individual difference,speech perception,0.7029702970297029,1991,Undirected
dissolve organic carbon,hyporheic zone,0.7029702970297029,1991,Undirected
cochlear implant,speech perception skill,0.7029702970297029,1991,Undirected
cochlear implant,speech perception measure,0.7029702970297029,1991,Undirected
implant user,speech perception measure,0.7029702970297029,1991,Undirected
bird community,species composition,0.7029702970297029,1991,Undirected
cochlear implant,hearing impair child,0.7029702970297029,1991,Undirected
implant user,visual cue,0.7029702970297029,1991,Undirected
native vegetation,specie of bird,0.7029702970297029,1991,Undirected
implant user,multichannel cochlear implant,0.7029702970297029,1991,Undirected
nematode population,population decline,0.7029702970297029,1991,Undirected
cochlear implant,multichannel cochlear implant,0.7029702970297029,1991,Undirected
bemisia tabaci,heliothis armigera,0.7029702970297029,1991,Undirected
bemisia tabaci,synthetic organic insecticide,0.7029702970297029,1991,Undirected
bony fish,cartilaginous fish,0.7029702970297029,1991,Undirected
commercial crop,number of crop,0.7029702970297029,1991,Undirected
commercial crop,number of pest,0.7029702970297029,1991,Undirected
grain sample,population of insect,0.7029702970297029,1991,Undirected
rate of speciation,species number,0.7029702970297029,1991,Undirected
cochlear implant,visual cue,0.7029702970297029,1991,Undirected
forest management practice,forest tree specie,0.7029702970297029,1991,Undirected
forest management practice,forest tree,0.7029702970297029,1991,Undirected
forest management practice,insect resistance,0.7029702970297029,1991,Undirected
forest tree specie,insect resistance,0.7029702970297029,1991,Undirected
forest management practice,of insecticide,0.7029702970297029,1991,Undirected
grain sample,presence of insect,0.7029702970297029,1991,Undirected
soybean genotype,soybean looper,0.7029702970297029,1991,Undirected
rain forest,tropical rain forest,0.7029702970297029,1991,Undirected
cochlear implant,implant user,0.7029702970297029,1991,Undirected
forest tree specie,of insecticide,0.7029702970297029,1991,Undirected
multichannel cochlear implant,visual cue,0.7029702970297029,1991,Undirected
crop plant,synthetic insecticide,0.7029702970297029,1991,Undirected
crop plant,selection pressure,0.7029702970297029,1991,Undirected
crop plant,plant insect association,0.7029702970297029,1991,Undirected
amount of insecticide,corn rootworm,0.7029702970297029,1991,Undirected
amount of insecticide,corn rootworm population,0.7029702970297029,1991,Undirected
apis mellifera l,orb weave spider,0.7029702970297029,1991,Undirected
corn rootworm,western corn rootworm,0.7029702970297029,1991,Undirected
corn rootworm population,crop damage,0.7029702970297029,1991,Undirected
corn rootworm population,western corn rootworm,0.7029702970297029,1991,Undirected
corn rootworm,crop damage,0.7029702970297029,1991,Undirected
amount of insecticide,western corn rootworm,0.7029702970297029,1991,Undirected
selection pressure,synthetic insecticide,0.7029702970297029,1991,Undirected
nurse bee,worker honey bees,0.7029702970297029,1991,Undirected
cochlear implant user,hearing impair child,0.7029702970297029,1991,Undirected
orb weave spider,prey item,0.7029702970297029,1991,Undirected
apis mellifera l,prey item,0.7029702970297029,1991,Undirected
level of resistance,sorghum bicolor l moench,0.7029702970297029,1991,Undirected
interannual variability,pacific ocean,0.7029702970297029,1991,Undirected
interannual variability,northeast pacific ocean,0.7029702970297029,1991,Undirected
amount of insecticide,crop damage,0.7029702970297029,1991,Undirected
hearing impair child,speech perception,0.7029702970297029,1991,Undirected
corn rootworm,corn rootworm population,0.7029702970297029,1991,Undirected
number of crop,number of pest,0.7029702970297029,1991,Undirected
hearing impair child,speech perception skill,0.7029702970297029,1991,Undirected
hearing impair child,speech perception measure,0.7029702970297029,1991,Undirected
forest tree,forest tree specie,0.7029702970297029,1991,Undirected
forest tree,insect resistance,0.7029702970297029,1991,Undirected
forest tree,of insecticide,0.7029702970297029,1991,Undirected
population decline,rotylenchulus reniformis,0.7029702970297029,1991,Undirected
spodoptera eridania,trichoplusia ni,0.7029702970297029,1991,Undirected
multichannel cochlear implant,speech perception measure,0.7029702970297029,1991,Undirected
organic matter,vertical distribution,0.7029702970297029,1991,Undirected
frequency dependent selection,kin selection,0.7029702970297029,1991,Undirected
eucalypt woodland,native vegetation,0.7029702970297029,1991,Undirected
eucalypt woodland,specie of bird,0.7029702970297029,1991,Undirected
speech perception measure,visual cue,0.7029702970297029,1991,Undirected
speech perception measure,speech perception skill,0.7029702970297029,1991,Undirected
canonical correspondence analysis,surface water temperature,0.7029702970297029,1991,Undirected
population of insect,presence of insect,0.7029702970297029,1991,Undirected
frequency dependent selection,genetic variability,0.7029702970297029,1991,Undirected
benthic marine invertebrate,sea urchin,0.7029702970297029,1991,Undirected
hyporheic zone,soluble reactive phosphorus,0.7029702970297029,1991,Undirected
hormone biosynthesis,worker honey bees,0.7029702970297029,1991,Undirected
bird community,specie of bird,0.7029702970297029,1991,Undirected
plant insect association,synthetic insecticide,0.7029702970297029,1991,Undirected
plant insect association,selection pressure,0.7029702970297029,1991,Undirected
africanized honey bee,honey bee population,0.7029702970297029,1991,Undirected
chemical control,commercial crop,0.7029702970297029,1991,Undirected
chemical control,number of crop,0.7029702970297029,1991,Undirected
africanized bee,africanized honey bee,0.7029702970297029,1991,Undirected
resistant genotype,soybean looper,0.7029702970297029,1991,Undirected
africanized bee,honey bee population,0.7029702970297029,1991,Undirected
chemical control,number of pest,0.7029702970297029,1991,Undirected
juvenile hormone biosynthesis,worker honey bees,0.7029702970297029,1991,Undirected
evolutionary dynamic,terrestrial vertebrate,0.7029702970297029,1991,Undirected
hormone biosynthesis,nurse bee,0.7029702970297029,1991,Undirected
bacterium bacillus thuringiensis,forest management practice,0.7029702970297029,1991,Undirected
new genus,type specie,0.7029702970297029,1991,Undirected
glycine max l merrill,soybean genotype,0.7029702970297029,1991,Undirected
bacterium bacillus thuringiensis,of insecticide,0.7029702970297029,1991,Undirected
insect resistance,of insecticide,0.7029702970297029,1991,Undirected
juvenile hormone biosynthesis,nurse bee,0.7029702970297029,1991,Undirected
bacterium bacillus thuringiensis,insect resistance,0.7029702970297029,1991,Undirected
glycine max l merrill,soybean looper,0.7029702970297029,1991,Undirected
nematode population,rotylenchulus reniformis,0.7029702970297029,1991,Undirected
bacterium bacillus thuringiensis,forest tree,0.7029702970297029,1991,Undirected
glycine max l merrill,resistant genotype,0.7029702970297029,1991,Undirected
chilo partellus,grain sorghum,0.7029702970297029,1991,Undirected
farnesoic acid,methyl farnesoate,0.7029702970297029,1991,Undirected
heliothis armigera,synthetic organic insecticide,0.7029702970297029,1991,Undirected
bacterium bacillus thuringiensis,forest tree specie,0.7029702970297029,1991,Undirected
terrestrial adult stage,terrestrial insects,0.7029702970297029,1991,Undirected
cover crop,lady beetles,0.7029702970297029,1991,Undirected
busseola fusca,grain sorghum,0.7029702970297029,1991,Undirected
resistant genotype,soybean genotype,0.7029702970297029,1991,Undirected
genetic variability,kin selection,0.7029702970297029,1991,Undirected
bird community,point count method,0.7029702970297029,1991,Undirected
bird community,native vegetation,0.7029702970297029,1991,Undirected
busseola fusca,chilo partellus,0.7029702970297029,1991,Undirected
bird community,eucalypt woodland,0.7029702970297029,1991,Undirected
benthic marine invertebrate,sea urchin strongylocentrotus purpuratus,0.7029702970297029,1991,Undirected
geographic distribution,host range,0.7029702970297029,1991,Undirected
crop damage,western corn rootworm,0.7029702970297029,1991,Undirected
aquatic animals,terrestrial animal,0.7029702970297029,1991,Undirected
canonical correspondence analysis,environmental variable,0.7128712871287128,1992,Undirected
cognitive function,speech perception,0.7128712871287128,1992,Undirected
control measure,effective control measure,0.7128712871287128,1992,Undirected
control measure,great economic importance,0.7128712871287128,1992,Undirected
aphid density,diuraphis noxia,0.7128712871287128,1992,Undirected
control measure,integrate pest management approach,0.7128712871287128,1992,Undirected
potential biocontrol agent,seed orchard,0.7128712871287128,1992,Undirected
aphid density,aphid population,0.7128712871287128,1992,Undirected
diversification of insect,evolution of wing,0.7128712871287128,1992,Undirected
benthic marine invertebrate,secondary metabolite,0.7128712871287128,1992,Undirected
life stage,prey size,0.7128712871287128,1992,Undirected
adult cochlear implant user,cochlear implant user,0.7128712871287128,1992,Undirected
bee pollinator,wild bee pollinator,0.7128712871287128,1992,Undirected
microbial control agent,new pest control strategy,0.7128712871287128,1992,Undirected
multichannel cochlear implant,speech perception,0.7128712871287128,1992,Undirected
lepidopteran insects,peritrophic membrane,0.7128712871287128,1992,Undirected
cochlear implant,speech perception,0.7128712871287128,1992,Undirected
chemical defense,coral reef fish,0.7128712871287128,1992,Undirected
prey size,snout vent length,0.7128712871287128,1992,Undirected
cytotoxic t lymphocyte,porcine peripheral blood mononuclear cell,0.7128712871287128,1992,Undirected
microbial control agent,pest control strategy,0.7128712871287128,1992,Undirected
bacterium bacillus thuringiensis,seed orchard,0.7128712871287128,1992,Undirected
new south wales,south wales,0.7128712871287128,1992,Undirected
benthic marine invertebrate,reproductive pattern,0.7128712871287128,1992,Undirected
southern hemisphere,western australia,0.7128712871287128,1992,Undirected
nezara viridula,pest status,0.7128712871287128,1992,Undirected
bacterium bacillus thuringiensis,seed insect,0.7128712871287128,1992,Undirected
great economic importance,tick bear disease,0.7128712871287128,1992,Undirected
predacious insect,terrestrial insects,0.7128712871287128,1992,Undirected
crystal protein,peritrophic membrane,0.7128712871287128,1992,Undirected
crystal protein,lepidopteran insects,0.7128712871287128,1992,Undirected
great economic importance,pest management approach,0.7128712871287128,1992,Undirected
great economic importance,livestock production,0.7128712871287128,1992,Undirected
life history character,life history evolution,0.7128712871287128,1992,Undirected
crystal protein,insecticidal crystal protein,0.7128712871287128,1992,Undirected
developmental plasticity,evolutionary change,0.7128712871287128,1992,Undirected
pore water,water sample,0.7128712871287128,1992,Undirected
great economic importance,integrate pest management approach,0.7128712871287128,1992,Undirected
harvester ant,reproductive output,0.7128712871287128,1992,Undirected
chemical defense,secondary metabolite,0.7128712871287128,1992,Undirected
benthic marine invertebrate,coral reef fish,0.7128712871287128,1992,Undirected
control measure,livestock production,0.7128712871287128,1992,Undirected
horticultural crop,insect parasitic nematode,0.7128712871287128,1992,Undirected
insecticidal crystal protein,lepidopteran insects,0.7128712871287128,1992,Undirected
field trial,host specificity test,0.7128712871287128,1992,Undirected
application of insecticide,seed orchard,0.7128712871287128,1992,Undirected
hymenopteran insects,hymenopteran species,0.7128712871287128,1992,Undirected
pest management approach,tick bear disease,0.7128712871287128,1992,Undirected
moisture content,store grain insect,0.7128712871287128,1992,Undirected
benthic marine invertebrate,chemical defense,0.7128712871287128,1992,Undirected
cochlear implant user,multichannel cochlear implant,0.7128712871287128,1992,Undirected
integrate pest management approach,livestock production,0.7128712871287128,1992,Undirected
effective control measure,pest management approach,0.7128712871287128,1992,Undirected
seed insect,seed orchard,0.7128712871287128,1992,Undirected
control measure,tick bear disease,0.7128712871287128,1992,Undirected
field trial,potential biocontrol agent,0.7128712871287128,1992,Undirected
field trial,seed orchard,0.7128712871287128,1992,Undirected
armoured scale insect,plant pest,0.7128712871287128,1992,Undirected
livestock production,pest management approach,0.7128712871287128,1992,Undirected
livestock production,tick bear disease,0.7128712871287128,1992,Undirected
aphid population,diuraphis noxia,0.7128712871287128,1992,Undirected
effective control measure,tick bear disease,0.7128712871287128,1992,Undirected
lizard body size,prey size,0.7128712871287128,1992,Undirected
lizard body size,snout vent length,0.7128712871287128,1992,Undirected
integrate pest management approach,tick bear disease,0.7128712871287128,1992,Undirected
coral reef fish,secondary metabolite,0.7128712871287128,1992,Undirected
